id,split,image_path,question,choices,num_choices,answer,subject,grade,topic,category,skill,context_group,difficulty_score
val_00207,val,images/val/val_00207.png,What is the probability that a cow produced by this cross will be homozygous dominant for the coat pattern gene?,"[""0/4"", ""1/4"", ""4/4"", ""2/4"", ""3/4""]",5,0,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.43708206676962824
val_00029,val,images/val/val_00029.png,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,"[""1:3"", ""2:2"", ""4:0"", ""3:1"", ""0:4""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,hint_and_lecture,0.43708206676962824
val_03852,val,images/val/val_03852.png,What is the expected ratio of offspring with red eyes to offspring with brown eyes? Choose the most likely ratio.,"[""1:3"", ""2:2"", ""4:0"", ""0:4"", ""3:1""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,hint_and_lecture,0.43708206676962824
train_11013,train,images/train/train_11013.png,What is the expected ratio of offspring with black fur to offspring with brown fur? Choose the most likely ratio.,"[""2:2"", ""0:4"", ""1:3"", ""4:0"", ""3:1""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,hint_and_lecture,0.43708206676962824
train_00124,train,images/train/train_00124.png,What is the expected ratio of offspring with brown eyes to offspring with red eyes? Choose the most likely ratio.,"[""3:1"", ""1:3"", ""2:2"", ""4:0"", ""0:4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,hint_and_lecture,0.43708206676962824
train_02465,train,images/train/train_02465.png,"Based on the map, why did Dred Scott believe he should be free after living at these two places?","[""Fort Armstrong was in a free state and Fort Snelling was in a free territory."", ""Fort Armstrong was in a slave territory and Fort Snelling was in a free state."", ""Fort Snelling and Fort Armstrong were both in free states."", ""Fort Snelling and Fort Armstrong were both in slave states.""]",4,0,social science,grade7,us-history,The Antebellum period,Causes of the Civil War: Dred Scott to secession,hint_only,0.43595621249528005
train_06603,train,images/train/train_06603.png,What is the expected ratio of offspring with long fur to offspring with short fur? Choose the most likely ratio.,"[""4:0"", ""0:4"", ""2:2"", ""1:3"", ""3:1""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,hint_and_lecture,0.4352963524842328
val_03941,val,images/val/val_03941.png,What conclusion do you think the creator of this diagram wanted viewers to draw from it?,"[""Each slave ship carried around 20-30 enslaved people per voyage."", ""Every enslaved person was given a separate room on board slave ships."", ""Crew members were fed well on slave ships."", ""Enslaved people were crowded together on slave ships.""]",4,3,social science,grade7,us-history,The Antebellum period,The abolitionists,hint_only,0.4346644191794288
train_12444,train,images/train/train_12444.png,What is the probability that a budgerigar parakeet produced by this cross will have blue body feathers?,"[""1/4"", ""0/4"", ""3/4"", ""2/4"", ""4/4""]",5,4,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4343196852187455
val_00659,val,images/val/val_00659.png,What is the probability that a pea plant produced by this cross will be heterozygous for the stem height gene?,"[""4/4"", ""1/4"", ""0/4"", ""2/4"", ""3/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4335106381988374
train_02484,train,images/train/train_02484.png,What is the probability that a pea plant produced by this cross will be heterozygous for the stem height gene?,"[""2/4"", ""1/4"", ""3/4"", ""0/4"", ""4/4""]",5,0,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4335106381988374
train_08554,train,images/train/train_08554.png,What is the probability that a cat produced by this cross will be homozygous dominant for the fur length gene?,"[""0/4"", ""4/4"", ""3/4"", ""1/4"", ""2/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4335106381988374
train_12528,train,images/train/train_12528.png,"Complete the sentence.
The word ""antebellum"" means ().","[""after the long peace"", ""before the feast"", ""after the election"", ""before the war""]",4,3,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
train_04483,train,images/train/train_04483.png,"Complete the sentence.
The word ""antebellum"" means ().","[""before the war"", ""before the feast"", ""after the long peace"", ""after the election""]",4,0,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
val_00895,val,images/val/val_00895.png,"Complete the sentence.
The word ""antebellum"" means ().","[""before the feast"", ""after the long peace"", ""after the election"", ""before the war""]",4,3,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
train_07742,train,images/train/train_07742.png,"Complete the sentence.
The word ""antebellum"" means ().","[""after the election"", ""after the long peace"", ""before the war"", ""before the feast""]",4,2,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
train_05167,train,images/train/train_05167.png,"Complete the sentence.
The word ""antebellum"" means ().","[""before the war"", ""after the long peace"", ""before the feast"", ""after the election""]",4,0,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
val_03087,val,images/val/val_03087.png,"Complete the sentence.
The word ""antebellum"" means ().","[""after the long peace"", ""after the election"", ""before the war"", ""before the feast""]",4,2,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
train_04458,train,images/train/train_04458.png,"Complete the sentence.
The word ""antebellum"" means ().","[""before the feast"", ""after the long peace"", ""after the election"", ""before the war""]",4,3,social science,grade8,us-history,The Antebellum period,Causes of the Civil War: Missouri Compromise to Bleeding Kansas,hint_only,0.43206997713972795
train_11345,train,images/train/train_11345.png,What is the probability that a cat produced by this cross will be homozygous recessive for the fur type gene?,"[""0/4"", ""1/4"", ""3/4"", ""4/4"", ""2/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.431724923913442
train_01561,train,images/train/train_01561.png,Which letter marks the Louisiana territory?,"[""A"", ""D"", ""C"", ""B""]",4,2,social science,grade7,us-history,The Early Republic,The Louisiana Purchase,hint_only,0.4303584414599245
train_01728,train,images/train/train_01728.png,What is the probability that a chicken produced by this cross will be heterozygous for the leg color gene?,"[""1/4"", ""3/4"", ""4/4"", ""0/4"", ""2/4""]",5,4,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4299472083472459
train_02951,train,images/train/train_02951.png,What is the probability that a guppy produced by this cross will be heterozygous for the body color gene?,"[""0/4"", ""4/4"", ""2/4"", ""1/4"", ""3/4""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4280675090994613
train_00335,train,images/train/train_00335.png,What is the probability that a horse produced by this cross will be heterozygous for the coat color gene?,"[""2/4"", ""0/4"", ""1/4"", ""3/4"", ""4/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4280675090994613
train_08496,train,images/train/train_08496.png,What is the probability that a bitter melon plant produced by this cross will have light brown seeds?,"[""2/4"", ""4/4"", ""1/4"", ""3/4"", ""0/4""]",5,0,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.42471293471984584
train_09621,train,images/train/train_09621.png,What is the probability that a cat produced by this cross will be heterozygous for the agouti fur gene?,"[""4/4"", ""1/4"", ""0/4"", ""2/4"", ""3/4""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.424308110603892
train_06291,train,images/train/train_06291.png,What is the probability that a cat produced by this cross will be heterozygous for the fur length gene?,"[""3/4"", ""0/4"", ""1/4"", ""4/4"", ""2/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.424308110603892
val_02787,val,images/val/val_02787.png,Which letter marks the location of ancient Egypt?,"[""C"", ""A"", ""B"", ""D""]",4,1,social science,grade6,world-history,Ancient Egypt and Kush,Ancient Egyptian religion,hint_only,0.42209708925735573
train_02120,train,images/train/train_02120.png,What label shows the territory of Macedonia?,"[""D"", ""B"", ""A"", ""C""]",4,3,social science,grade6,world-history,Greece,Alexander the Great,hint_only,0.4214539064514296
train_00077,train,images/train/train_00077.png,What is the probability that a Nile tilapia fish produced by this cross will have a greenish-brown body?,"[""2/4"", ""3/4"", ""1/4"", ""0/4"", ""4/4""]",5,4,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4198048311284082
val_03138,val,images/val/val_03138.png,What is the probability that a rose plant produced by this cross will have light yellow flowers?,"[""1/4"", ""2/4"", ""4/4"", ""0/4"", ""3/4""]",5,2,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.41961380286843036
val_00852,val,images/val/val_00852.png,"Complete the sentence.
The city of Rome was located ().","[""south of the territory ruled by the Latins"", ""in the middle of the territory ruled by the Etruscans"", ""right next to the territory ruled by the Greeks"", ""near the territories of several different groups""]",4,3,social science,grade6,world-history,Rome and the Byzantine Empire,Early Roman society and politics,hint_only,0.418493999087768
val_02180,val,images/val/val_02180.png,What is the probability that a rose plant produced by this cross will have dark yellow flowers?,"[""3/4"", ""0/4"", ""4/4"", ""2/4"", ""1/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.417512962532671
val_01338,val,images/val/val_01338.png,What is the probability that an American curl cat produced by this cross will have curled ears?,"[""4/4"", ""3/4"", ""2/4"", ""0/4"", ""1/4""]",5,0,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.417512962532671
train_09296,train,images/train/train_09296.png,What is the probability that a goat produced by this cross will not have myotonia congenita?,"[""4/4"", ""2/4"", ""1/4"", ""0/4"", ""3/4""]",5,0,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4169072947327407
val_03267,val,images/val/val_03267.png,What is the probability that a tomato plant produced by this cross will have regular leaves?,"[""2/4"", ""4/4"", ""1/4"", ""3/4"", ""0/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4169072947327407
val_02527,val,images/val/val_02527.png,What is the probability that a rainbow trout produced by this cross will have a greenish-brown body?,"[""3/4"", ""4/4"", ""0/4"", ""2/4"", ""1/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.41634582901280476
train_09969,train,images/train/train_09969.png,"Based on the timeline, which of the following statements is true?","[""A plan to govern the new country was written and adopted during the Revolutionary War."", ""The Articles of Confederation were first written during the Constitutional Convention."", ""The Articles of Confederation were never adopted by the states."", ""The Revolutionary War began after the Constitutional Convention met.""]",4,0,social science,grade7,us-history,The Early Republic,The Articles of Confederation,hint_only,0.4141131619246937
train_05822,train,images/train/train_05822.png,What is the probability that a Channel catfish produced by this cross will have a white body?,"[""2/4"", ""0/4"", ""1/4"", ""4/4"", ""3/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4133112818611524
train_00158,train,images/train/train_00158.png,What is the probability that a Channel catfish produced by this cross will have a white body?,"[""4/4"", ""0/4"", ""2/4"", ""3/4"", ""1/4""]",5,4,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4133112818611524
val_02845,val,images/val/val_02845.png,What is the probability that a rose plant produced by this cross will have single flowers?,"[""3/4"", ""2/4"", ""1/4"", ""0/4"", ""4/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4124430090192521
train_06364,train,images/train/train_06364.png,What is the probability that a human produced by this cross will not have Thomsen disease?,"[""3/4"", ""4/4"", ""1/4"", ""0/4"", ""2/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4124430090192521
train_11296,train,images/train/train_11296.png,Which of these statements about Jamestown is true?,"[""Jamestown was founded in the early 1600s."", ""Jamestown was the first English colony in North America."", ""Jamestown was founded in the late 1500s."", ""Jamestown was the only Spanish colony in South America.""]",4,0,social science,grade4,us-history,English colonies in North America,Jamestown: the early years,hint_only,0.41038630367421225
train_02231,train,images/train/train_02231.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade8,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03372,val,images/val/val_03372.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade7,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03462,val,images/val/val_03462.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_02288,val,images/val/val_02288.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_02056,val,images/val/val_02056.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_00600,train,images/train/train_00600.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_02703,train,images/train/train_02703.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_00824,train,images/train/train_00824.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03712,val,images/val/val_03712.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_08742,train,images/train/train_08742.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_08425,train,images/train/train_08425.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_00325,train,images/train/train_00325.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_04050,train,images/train/train_04050.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_01091,train,images/train/train_01091.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_01435,train,images/train/train_01435.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_07591,train,images/train/train_07591.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_10742,train,images/train/train_10742.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_03686,train,images/train/train_03686.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_01253,train,images/train/train_01253.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_01772,train,images/train/train_01772.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_03890,train,images/train/train_03890.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade8,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03398,val,images/val/val_03398.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03197,val,images/val/val_03197.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade8,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_07597,train,images/train/train_07597.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_10885,train,images/train/train_10885.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_03902,train,images/train/train_03902.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_08452,train,images/train/train_08452.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_06806,train,images/train/train_06806.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_00323,train,images/train/train_00323.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_11753,train,images/train/train_11753.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_10185,train,images/train/train_10185.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_04465,train,images/train/train_04465.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_00743,val,images/val/val_00743.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_00747,train,images/train/train_00747.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_08840,train,images/train/train_08840.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the right than to the left"", ""to the left than to the right""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_10149,train,images/train/train_10149.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_10763,train,images/train/train_10763.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_02455,train,images/train/train_02455.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,0,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
val_03333,val,images/val/val_03333.png,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.","[""to the left than to the right"", ""to the right than to the left""]",2,1,natural science,grade6,chemistry,Solutions,Diffusion across membranes,hint_and_lecture,0.40990105303816904
train_07096,train,images/train/train_07096.png,What is the probability that a human produced by this cross will have Huntington's disease?,"[""4/4"", ""3/4"", ""1/4"", ""2/4"", ""0/4""]",5,4,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.408292173152728
val_03643,val,images/val/val_03643.png,What is the probability that a dachshund dog produced by this cross will have rough fur?,"[""1/4"", ""4/4"", ""3/4"", ""2/4"", ""0/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4079787233057636
train_04636,train,images/train/train_04636.png,What is the probability that a dachshund dog produced by this cross will have rough fur?,"[""3/4"", ""1/4"", ""2/4"", ""4/4"", ""0/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4079787233057636
train_02682,train,images/train/train_02682.png,What is the probability that a rainbow trout produced by this cross will have a blue body?,"[""1/4"", ""4/4"", ""0/4"", ""2/4"", ""3/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4070087608538745
train_10945,train,images/train/train_10945.png,"Based on the text, why are blue dragons dangerous?","[""Their strong fingers squeeze prey."", ""They have razor-sharp teeth and sharp fingers."", ""They use weapons to catch food."", ""Their sting is painful and can harm humans.""]",4,3,language science,grade5,reading-comprehension,Informational texts: level 1,Read passages about animals,hint_only,0.40569687208085664
train_08188,train,images/train/train_08188.png,What is the probability that a chicken produced by this cross will have yellow legs?,"[""1/4"", ""2/4"", ""3/4"", ""4/4"", ""0/4""]",5,1,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.405167173153286
val_03057,val,images/val/val_03057.png,What is the probability that a rose plant produced by this cross will not have thorns?,"[""4/4"", ""2/4"", ""3/4"", ""0/4"", ""1/4""]",5,3,natural science,grade8,biology,Genes to traits,Use Punnett squares to calculate probabilities of offspring types,hint_and_lecture,0.4035144375922751
